1044938750|262|"Fabulous Art Deco Chrome w/bakelite CoffeePot"|4.99|3|15.83|2001-12-06 18:36:50|2001-12-16 18:36:50
1044942087|266|"MUSICAL 3-D CHRISTMAS ANGEL PLATE #4"|15.99|0|15.99|2001-12-06 18:40:35|2001-12-16 18:40:35
1044942715|267|"Seattle Skyline Limoge Style Trinket Box"|8.99|0|8.99|2001-12-06 18:40:57|2001-12-16 18:40:57
1044943868|268|"DEPT 56 ALPINE VILLAGE GRISTMILL"|23.00|0|23.00|2001-12-06 18:42:19|2001-12-13 18:42:19
1044944674|269|"Retired 98 Juvenile Diabetes Charity Orn"|9.99|0|9.99|2001-12-06 18:44:22|2001-12-13 18:44:22
1044948773|270|"PRECIOUS MOMENTS MOUSEPAD"|5.00|0|5.00|2001-12-06 18:47:14|2001-12-13 18:47:14
1044953624|271|"LOIS LANE #134 VF/NM SUPER LOIS, KANDOR"|6.50|0|6.50|2001-12-06 18:52:57|2001-12-16 18:52:57
1044954717|272|"Nice old Quilt Hand Stitched Hand Quilted"|9.99|8|71.00|2001-12-06 19:01:12|2001-12-16 19:01:12
1044955341|281|"Degrazia _86 Flower Girl Goebel Ornament NR"|9.99|2|12.50|2001-12-06 18:55:21|2001-12-16 18:55:21
1044968142|284|"CINDERELLA 1984 CANADA GLASS (COKE-MCDONALDS)"|5.95|0|5.95|2001-12-06 19:08:39|2001-12-16 19:08:39
1044968489|120|"FANTASTIC OLD 10'X13'PERSIAN ISFAHAN RUG-LLR!"|150.00|1|150.00|2001-12-06 19:08:13|2001-12-16 19:08:13
1044970243|286|"Art Deco Farber Bros Krome Kraft-2 Dishes"|18.00|0|18.00|2001-12-06 19:09:57|2001-12-16 19:09:57
1044982114|287|"All-Flash #23 DC June/1946 Glossy! NR!"|124.95|0|124.95|2001-12-06 19:20:27|2001-12-16 19:20:27
1044988356|288|"Precious Moments Sugar Town Bus Stop"|6.00|0|6.00|2001-12-06 19:26:40|2001-12-13 19:26:40
1044993053|289|"1988 Minature Beaded Garland Gold NRFB"|4.95|1|4.95|2001-12-06 19:31:38|2001-12-16 19:31:38
1044995614|291|"HANDCRAFTED PATCHWORK~SAHARA STAR QUILT~F/Q"|29.99|0|29.99|2001-12-06 19:33:45|2001-12-16 19:33:45
1044996076|292|"MEMORIES OF YESTERDAY HOLD IT YOU'RE SWELL"|19.99|0|19.99|2001-12-06 19:34:15|2001-12-13 19:34:15
1044999719|293|"INDEPENDENDENCE HALL XMAS IN CITY DEPT 56"|69.99|0|69.99|2001-12-06 19:37:34|2001-12-13 19:37:34
1045001090|294|"**NEW** 12-A Dozen Precious Moments FAN PULLS"|9.95|0|9.95|2001-12-06 19:38:51|2001-12-13 19:38:51
1045003409|295|"HALLMARK COOKIE CUTTER RED SNOWMAN"|1.99|1|1.99|2001-12-06 19:41:43|2001-12-16 19:41:43
1045005815|297|"Bowen Marvel Spiderman Green Goblin Statue"|139.95|0|139.95|2001-12-06 19:44:38|2001-12-16 19:44:38
1045013883|298|"ARCHIE COMICS JUGHEADS TIME POLICE LOT"|5.00|0|5.00|2001-12-06 19:56:51|2001-12-16 19:56:51
1045014297|299|"Cherished Teddies Angela,3rd angel in series"|18.50|0|18.50|2001-12-06 19:55:25|2001-12-13 19:55:25
1045014900|300|"Anchor Hocking Fire King Blue Mosaic Snack Se"|20.00|6|36.00|2001-12-06 19:55:43|2001-12-16 19:55:43
1045017350|307|"MINNESOTA VIKINGS NIKE KNIT WINTER HAT *NEW*"|4.00|1|4.00|2001-12-06 19:58:04|2001-12-13 19:58:04
1045020620|246|"NP Glacier Gazette, retired, MIB, NR"|36.00|0|36.00|2001-12-06 20:02:54|2001-12-13 20:02:54
1045021816|43|"5 DENNIS THE MENACE MARVEL COMICS"|3.00|1|3.00|2001-12-06 20:02:19|2001-12-16 20:02:19
1045023344|310|"Precious Moments Tree Topper 1991 MIB"|8.00|0|8.00|2001-12-06 20:03:46|2001-12-13 20:03:46
1045023664|311|"Stone Print Play Billboard - Robinson Crusoe"|179.00|0|179.00|2001-12-06 20:04:11|2001-12-13 20:04:11
